userName,score,at,content
Irawan,4,2025-06-24 21:53:03,oke lah
Muhammad Nafi azkari,5,2025-06-24 21:43:59,"Come on, why isn't there Indonesian language in this game? Do you know that many Indonesian players can't speak English, let alone other languages? We also want to follow the storyline, but we can't because we don't understand it. We beg the developer to include Indonesian language so that we can all enjoy the whole game. Thank you. Oh yeah, this uses a translator."
Yafi Ilham,5,2025-06-24 21:39:27,game baik sehat selalu
Ahmad Naufal,5,2025-06-24 19:47:39,"overall game nya sangat mantap,satu yang kurang karena GK ada bahasa indonesia.itu aja selebih nya bagus 👍👍👍"
Idris Balmon,1,2025-06-24 19:34:12,if there is Indonesian subtitles I will download this game
Warsinah Wati,5,2025-06-24 18:08:47,"grafiknya bagus bngt , walaupun Masi ada beberapa yang harus di perbaiki"
Bangkutempe,4,2025-06-24 18:00:26,mungkin bisa di optimisasi lagi
alfathi santoso,5,2025-06-24 17:24:02,game baik sangat bagus untuk di mainkan 😋😋
Ananda Ilham,4,2025-06-24 17:05:34,kenapa tiap login harus compiling shader? aku rasa itu sebuah bug jdi tolong segera di fix
Dann,3,2025-06-24 16:52:26,update septimont terlalu berat apakah saatnya untuk say goodbye utk kedua kalinya kuro:) ntah emg hp nya Uda g mendukung ato emg sinyal servernya yg parah
Panji Bagus,5,2025-06-24 16:51:08,Seni. Wujud mahakarya yang terlukis dalam sebuah game 🥀
Zxnown,5,2025-06-24 16:41:33,game nya sangat baikk
Innocent child.,4,2025-06-24 16:38:37,"aku iri sama orang yang mampu main dengan lancar, jadi ku hapus lagi setelah main dikit, jujur gamenya bagus"
Kylla Jesslyn,5,2025-06-24 15:52:43,"gamee sangat baguss, grafiknyaa ga main main banyak quest dan hadiah yg menarik"
Al_k015 015,5,2025-06-24 15:42:40,👍👍👍👍👍
Marta Tri Sandy,1,2025-06-24 15:41:21,iklan game ini sering muncul terus-menerus di manapun yang bikin saya jadi uninstall aplikasi ini
gilang ramadhani,5,2025-06-24 15:41:18,I love you kuro
Bayu Fazriyanto,5,2025-06-24 15:37:17,tolong optimalisasi di map septimon secepatnya
Desta Govinda,5,2025-06-24 15:21:42,Good Game Kuro 🆙
Tegar Nurfahrezy,4,2025-06-24 15:02:33,mantap GK terlalu kikir kyk ghendis🗿
Θεός του πολέμου Χίρμι,5,2025-06-24 15:00:38,bravo for the story
Fatur Rahman,5,2025-06-24 14:49:08,"best game i ever played, please optimize this game, i really want to play this game but it's very laggy"
ZENN Neo\,5,2025-06-24 14:34:25,"I gave it 5 stars for a reason, because wow, it has Indonesian language."
Kautsar Hanan,5,2025-06-24 13:28:04,mantap
Muhammad Fahrizal,5,2025-06-24 13:02:46,"dari segi visual grafik, jujur lebih bagus dari sebelah"
MC Introvert,5,2025-06-24 12:32:01,mantap min alurnya sangat bagusss🔥🔥🔥 tapi pin coba agak kasih kehokian dikit kek buat player baru jangan pelit🙏🙏
Demonic WarLord,5,2025-06-24 12:11:11,gamenya seru sekali
Aqili kanaeru,1,2025-06-24 11:54:42,Tiket limited char sama weapon sama in lah
Muh. Khairul Isnan,5,2025-06-24 11:24:07,Good game
Dito Mt,5,2025-06-24 11:13:13,min minta hp hp aku ga kuat
Nifsya Fikri,5,2025-06-24 10:27:19,Goodjob Kurogame
Ichsan Hidayatullah,5,2025-06-24 09:46:10,keren
Alfarel Gathan,5,2025-06-24 09:40:44,Dear developers. I hope your game can add Indonesian language in the future because I really like your game from the beginning of its release until now. Thank you
Dzaky Azkianata,5,2025-06-24 09:13:10,absolutely peakk
Zull,1,2025-06-24 08:53:52,terjadi bug saat mengompilasi shader
Fadil Alkafi,5,2025-06-24 08:24:47,gamenya sudah bagus sekali dan story nya memuaskan. tapi tolong bikin fitur bahasa Indonesia nya
Daniel Fernando,5,2025-06-24 08:02:54,sangat keren story bagus gameplay asik
AkmalF,5,2025-06-24 07:05:58,yeayyyyyyyyyy 🐱
Moch Faisal,5,2025-06-24 06:46:02,"i like the graphic of this game and the story is really nice, even tho i'm new, i'm excited about the story of this game. keep up making a good game, Kuro"
Abid Fadli,5,2025-06-24 06:43:18,bagus
M,5,2025-06-24 06:36:53,"Secara Keseluruhan Ini Cakeppp banget ya saya sih cuma Harap ada Bahasa indonesia agar Orang yang tidak terlalu bisa bahasa inggris dapat memahami Cerita dari ""ABSOLUTE CINEMA"" GoodLuck Kura Games"
Muhammad Ridwan,5,2025-06-24 06:35:29,gim baik
Irfan Najmi,5,2025-06-24 06:28:57,"so far game gacha terbaik, dev yg baik, storyline yg baik"
Dhimas Zoulfanny,5,2025-06-24 06:16:50,Oi KURO gk ada niatan nambah Bahasa Indonesia kah..?
Aisha Hafiza Syahputra,1,2025-06-24 05:55:59,"I'm starting to feel bored because Wuthering Waves now has too many female characters compared to male ones. As a female player, I'm tired of only being able to pull 5-star female characters. The male characters feel lacking and not that special to me. Please, give us some good male characters once in a while. We want to feel excited too."
Hayu Anggraina,5,2025-06-24 05:50:30,"saya udah download dari awal rilis di android dan game ini memang baguss dari segi grafik,tema, story quest dll semoga aja di akun saya nanti sering rate on Aminnn makasih kurogame😭🙏❤️"
Dracuala 65,5,2025-06-24 05:37:32,Permainan yang bagus
Gusti G Arrozy,5,2025-06-24 05:13:38,Kabari saya jika sudah ada bahasa Indonesia. Saya akan install game ini kembali 😇
Muhammad Didikalfares,5,2025-06-24 05:04:02,game udah oke sistem gacha juga bagus tapi saya harap bisa di tambah kan bahasa Indonesia nya
Muhammad Iqbal,5,2025-06-24 04:07:02,"tolong tambahkan bahasa indonesia untuk subtitlenya,saya bisa berbahasa inggris tetapi untuk kenyamanan saya bermain saya ingin menggunakan bahasa indonesia."
Yhya,5,2025-06-24 03:26:07,wuwa adalah game gacha terbaik
Keirannisa,5,2025-06-24 03:15:28,"i really love this gameeee, aku main dari awal rilis dan masih sampe sekarang...bener² GK bikin bosen apalagi kaku....good job kurooo<3"
Ardi An,1,2025-06-24 01:29:40,Dasar game plagiat genshin impact
Khirani Siti Nugraha,5,2025-06-24 01:20:01,"kerennn, hadiahnya banyak sekalii aku sangat menyayangi game ini, sehat² game baikk. aku sangat nyaman. edit, kapan character lanang meneh coekk!!"
Yurdiansa Handika,3,2025-06-24 01:08:53,ini kenapa semenjaj banner phoebe udh mulai hard pity dapetnya? lama-lama pensi dah gua kalau gini
Sipe Rahul,4,2025-06-24 00:19:24,Game nya lumayan seru tapi untuk saya yang tidak terlalu bisa bahasa Inggris itu membuat saya tidak bisa menikmati story nya.jadi tolong kepada kuro game untuk menambah kan terjemahan bahasa Indonesia. saya yakin para gamers Indonesia sangat mendukung ini dan apalagi game Wuthering waves ini sedang trend di Indonesia🇮🇩.
Nendra Gaming,5,2025-06-24 00:06:18,Mantap kali storynya
Iki Piye,1,2025-06-24 00:04:10,gak asik Force close mulu
EIN,5,2025-06-23 23:49:55,Saya kecewa dengan sistem gacha game ini .
Main Game harus adil,3,2025-06-23 21:26:15,lang banget di ram 4😭
Eka Pratama,5,2025-06-23 21:23:14,goodgame kuro
Muhammad Hafalah,5,2025-06-23 19:37:58,nice game
Zeilani Nur Prtama,5,2025-06-23 19:35:07,"Ini sangat menyenangkan, apalagi ada sistem Gachanya 😋😋"
Reddy GT,1,2025-06-23 18:22:26,"saya player baru sedikit kecewa dengan gacha saya ,sudahlah hard pity dapat pun karakter standard bukan limited udah cape farming 7 hari paham pun enggak artinya"
Pu Punkz,1,2025-06-23 18:18:26,1. Performance nya menurun terutama ketika lagi story gladiator terasa kaya penontonnya di render semua yg jadinya fps nggak stabil 2. Map nya di benerin lagi terutama pada properti bangunan dsb. sering nyangkut karena pasti ada aja kesangkut di reruntuhan 3. Soal karakter yaa tidak perlu di jelasin karena pasti sadar klo jarinya runcing dan animasinya kaku terutama ketika scene npc nunjuk atau interaksi 4. Texture di map baru beberapa ada yg off terutama tembok arena luar yg texturenya off
Naufal Al farisi,5,2025-06-23 17:39:06,"mantap gan, waifu auto ngaceng"
Imam Maulana,5,2025-06-23 17:14:55,"drop rate is horrible, but still a decent game"
Muhammad Fakhri,5,2025-06-23 17:13:29,The customer service in this game is very good and I really hope that this game has Indonesian subtitles.
22.Mohammad Surya Fathir Berlian,5,2025-06-23 16:12:12,"over all game nya udah bagus, tapi tolong dong ditambahin pengaturan bahasa indonesia di next update"
Rifan Adi,5,2025-06-23 15:59:39,"TERIMAKASIH MAS KURO KARENA TELAH MEMBUAT GAME STORY YANG SANGAT AMAT MASTERPIECE INI,DARI SAYA 10/10🤝"
Azriel khairullah Anwar,5,2025-06-23 15:32:49,game baik mantap carte RC 2+sign sekarang kasih chisa rc6+sign ya
Achmad Dzulfikar,5,2025-06-23 15:31:45,sangat ramah buat pemula 😁👍🏻
Jarcokawaii,5,2025-06-23 15:28:21,keren banget kata bang windah pas abis dapet kartetia
Salman Cyber,5,2025-06-23 15:21:10,Baru pertama kali main.
Albert Triviliar,4,2025-06-23 15:14:44,"wuthering teams, i love your games but there is one problem. when your game was released i was using this google account to play it but when i came back from my boarding school, my account was gone. do you know how did that happened? if you can, I want to know the reason and also want to my account came back. i had reached ar 15 and has two standard five star"
Veri Ardi Saputra,1,2025-06-23 15:08:56,"Makasih lingyangnya,sebagai hadiah terimakasih karena sudah memberi lingyang terima kembali hadiah dariku"
Rizki Hadi,5,2025-06-23 15:07:05,grafis nya bagus
Gua Mager,5,2025-06-23 15:03:40,"Please, Kuro Game team, make it easier to log in on laptop/PC. The graphics are already good, but what bothers me is that logging in requires authorization first, which is too complicated."
rafael agustino,1,2025-06-23 14:47:29,"saran HP ram 4 masi bisa kok main walau masi patah patah tapi jangan sampai main di ram 2,3 beh meledak entar"
Her Mes,3,2025-06-23 13:33:26,tolong di beri subtitle Indonesia masalahnya banyak player dari Indonesia yang main
Staregeop,4,2025-06-23 13:17:00,"maybe just need some optimization for mobile, overall it's an absolute gameplay with a completely different play style and fresh visual despite the having bug for some moment but yeah good game"
Daznai konoi,5,2025-06-23 13:08:34,"Untuk explorasi dan quest lainnya bagus, tapi di story quest masih ada bug bug tertentu kayak karakter jadi jalan lambat, dan kontrol perahunya tidak bisa di dash. Thank you Kuro"
AF CH,5,2025-06-23 12:59:08,"wah sumpah ini game terbaik di mobile, animasi setara donghua 🔥🔥🔥"
Vampire Gingsul,3,2025-06-23 12:54:26,First time 5star Char pity 78 and I lost 50:50 make me sad :(
Jimmy Kaeng,5,2025-06-23 12:39:12,Game bagus
Agung Gumelar,4,2025-06-23 12:35:50,Bre kalo bisa ada bahasa indolah gw suka story ama gameplay-nya cuman gw kalo lagi maen game ini memahami kejadiannya agak lama karena bahasanya
Muhammad Nur Hidayatullah,5,2025-06-23 11:47:30,keren
Satya Triartha,5,2025-06-23 11:43:43,bagus
Irvan Twien,3,2025-06-23 10:44:04,tambahin sub indo dong
Johnatha Yuthiam,5,2025-06-23 10:24:28,mantap
Indra Hermawan23,5,2025-06-23 10:14:13,rajin menang rate off😋
bangidris 07,5,2025-06-23 09:58:45,kuro tolong bahasa Indonesia ditambahkan saya bisa berbahasa Inggris sedikit tapi apabila ada nya bahasa Indonesia akan lebih mempermudah player nya dan saya yakin player yg ada di Indonesia akan meningkat dari segi apapun sudah luar biasa dari versi 1.1 makin kesini makin luar biasa ini game yg dulu saya jarang login sekrang login terus ya kerana terbihur tolong temen² yg baca tolong pencet react membantu supaya pihak developer mengetahui nya tolong tambah kan bahasa Indonesia nya😭🙏🙏🙏🙏🙏🙏
Xmooon Cmoon,4,2025-06-23 09:51:32,nice
Ṃ͢P͡A͙٠ Jeans,4,2025-06-23 09:06:58,"baguss sih, tp ngeri bgt ngelegnya, pdhl penyimpanan masih banyak skitan 90 gb an, tp ngeleg bgt"
Ahmad Ariel,4,2025-06-23 08:27:08,buatkan subtitle bahasa Indonesia please 🙏🙏😭😭
Aezer,1,2025-06-23 08:14:11,"Once again, Kuro Game has made a good game, but if the story game doesn't have all the languages, it's not fun. For story lovers, it's a big minus."
Kaveis su,5,2025-06-23 07:14:38,semoga bisa lebih optimal untuk device menengah
Dini Khairunnisa,1,2025-06-23 07:13:53,"kenapa sih kuro udh login pake email yg bener sandi nya juga bener tapi gabisa2 masuk akun, lagian kenapa sih ga di simpen aja bekas login nya ngerepotin tiap masuk game kudu login terus2an HERANNNN"
Khafid Rohman,3,2025-06-23 07:07:27,aku ada kendala saat baru login wuthering waves aku gak bisa masuk apa kah server apa game nya yang masalah tolong di balas
Azwar Wahyudi230,5,2025-06-23 06:54:06,"carlota my istri, mongteli mabar🥰,fiisanglia amis🤢🤮"
Akun Keempat,3,2025-06-23 06:35:12,"udah berapa lama ini game rilis sampai sekarang masih belum tersedia bahasa indonesia. apa emang gada niatan nambahin bahasa indonesia kedalam game nya kah? pantes jumlah download nya jauh dibawah Genshin Impact, dikira yang pengen main cm orang dewasa doang, padahal banyak juga anak anak yang pengen main tapi terkendala bahasanya"
Arya,5,2025-06-23 06:32:29,game seru dan bisa Mabar juga
RATTAE YUDHA PAMUNGKAS,5,2025-06-23 05:42:40,lu udah Gilak kuro abis selesai arc 1 ini absolute cinema. wajib download
x rosted,5,2025-06-23 05:26:01,this game so Fantastic for gameplay story and character not boring but for next i wish more need optimazi in game
Septian.hidayat 07,5,2025-06-23 05:12:14,mantap
Roby87,5,2025-06-23 05:02:41,"Terimakasih buat kuro games yang udah buat game sebagus ini. Game anime RPG aksi terbaik yang pernah aku mainin, aku harap update storykedepannya lebih bagus dan tentunya absolute cinema. 👍🗿"
RIZA FAHLEVI,5,2025-06-23 04:56:48,Nice
Adjzero. two,5,2025-06-23 03:44:44,mana fitur telanjangnya 💢💢💢
Dffa Raditya,5,2025-06-23 03:05:48,Sehat Sehat Game Baik 😁👍
Rizky Ananda,4,2025-06-23 03:04:20,"gameplay nya bagus , minesnya texture NPC nya burik amat liatnya"
Esrambutab Rambug,1,2025-06-23 01:21:11,hard pity 70 weapon this trash
Marcellino Arya saputra,5,2025-06-23 01:01:58,mantap
R a u f,2,2025-06-23 00:55:29,masih nunggu bahasa indo rilis baru gw balik main lagi
Wisnu Febrianto,1,2025-06-23 00:07:47,game dengan gacha Ter ampas
arieztino tommy,5,2025-06-22 21:11:53,"I like the game so much, I actually played this game because of zani but sadly I didn't get zani, is zani will came back again? I want her so much, pls developer, answer my question, is zani will came back again or it's just obtainable on update 2.3 and will never came back again?"
Nizam Zain,5,2025-06-22 18:53:32,terimakasih game baik
F T,5,2025-06-22 18:37:30,"salah satu game gacha terbaik, gameplaynya mantap jiwa, eventnya dan ekplorasinya sangat seru, fun dan gak ribet, semoga gamenya terus dikembangkan dan semakin baik tiap patchnya. sedikit saran untuk versi mobile mungkin bisa dioptimalkan lagi, misalnya combat cameranya kadang masih suka ngelock sendiri dan ikon swap charnya yang disebelah kanan kalo bisa disamakan seperti di PC, posisi ikon charnya tetap (fix) sesuai urutan posisi dalam tim, tidak berubah-ubah. semangat buat devnya👍"
Izzuddin Alfikri,3,2025-06-22 18:08:10,"dari segi grafik dan story memang ok apalgi untuk grafik memang sangat memanjakan mata , tapi kenapa dikit dikit dowload dikit dikit download apalahhh lama pula itu nungguinnya"
awang satya,1,2025-06-22 14:51:23,game bagus cuman subnya inggris
muhammad fauzi,2,2025-06-22 14:06:25,please develop kasih subtitles all region
FF Gareth,5,2025-06-22 14:00:02,gelooo bagus ni game
Thenguyama Kyojuro,3,2025-06-22 13:47:17,"the game is fine. but, i can't believe, why i have to download data every day. this never happened to me in previous patches"
rubarsih rubarsih,5,2025-06-22 13:17:19,"Inyong suka the fast pace fight, char design and the world explore"
AE EZ,5,2025-06-22 13:11:01,aku jadi jago bhs inggriss
NIMEK JE,5,2025-06-22 12:42:09,terimah kasih game baik
Unknown,5,2025-06-22 12:40:14,absolut cinema game ✋😶🤚
Mridwan zahran,5,2025-06-22 12:13:17,game baik
Kusairi Iri,5,2025-06-22 11:40:05,better for all daripada genshin impact 😹
Firman,5,2025-06-22 11:33:47,Game nyaa baguss banget gilak story nya gk main apa lagi grafik nyaaa wahhh nilai ++ pokonya
Makise Kurisu,5,2025-06-22 11:15:58,wuthering wave i love This Game Thanks KURO
Abdilah Lilah,5,2025-06-22 11:02:51,keren
Hazura Dzahin,1,2025-06-22 10:05:51,"Pas baru dibuka disuruh download file dulu, eh dipencet tombol continue nya gabisa"
Dark Boy229,5,2025-06-22 09:18:10,"kuro tolong tambahkan subtitle bahasa Indonesia susah sekali mengerti bahasa inggris di game ini seperti menggunakan aksen British,bukan aksen inggris internasional."
VynZz (Vynzz),5,2025-06-22 09:02:40,i love wuwa🔥
Galang Azpuu,5,2025-06-22 08:48:43,Good game.please i need mount in big map
Fikri Hidayatullah Muljaya,5,2025-06-22 07:42:54,"Wow, jujur perkembangannya bagus banget, sampe hal sekecil kayak waktu respawn material boss aja diperhatikan, keren loh. Walaupun gua sering high pity dan rate off, tapi nih game bener bener bagus, thank you kuro atas perkembangannya dari game untuk kenyamanan player bermain"
Roller Dor,5,2025-06-22 07:41:10,love youuu kuroooo
Fauzan Aja,5,2025-06-22 07:29:44,game nya sangat bagus
Renatailmiah Revano,5,2025-06-22 07:13:13,i love itttt
grace mutiara,4,2025-06-22 06:54:56,request bisa berbagi asrite dengan teman 🥲pliss susah banget nyari asrite buat gacha disaat guest lagi sepi buangetttt
Cen-Hong Skw,1,2025-06-22 06:44:15,game ini tidak bisa main di hp kalo main di hp ngeleg nya minta ampun sampai hp aku crash dan tidak bs klr dari game tetapi banyak orang bilang game ini bagus bagus tapi di mata Saya game ini sampah banget karena gak bisaa main di hp itu lah kenapa game ini sampah banget game ini main harus di komputer tau gak komputer itu mahal mana bisa kita beli kalo kita bukan YouTube!!!! pikir dikit dong bikin game nya biar semua orang bisa download di hp mending aku instal game crystal of atlan bisa di hp
Kunga Pro,5,2025-06-22 05:48:32,I just experienced the most wholesome thing I seen this year wait no.. month
Fikram Naufal,4,2025-06-22 05:34:08,"gw suka sih gameplay nya lebih bagus dri game sebelah tp helio g100 rata kiri masih gak stabil? main masih gak bisa tenang sih karna pengen ngerasain gitu rasanya lancar kek game sebelah rata kiri lancar poll, nah itu aja sih mslh nya masih gak stabil di helio g100+masih kadang"" drop frame rate walau udh rata kiri permintaan gw cuma ya minta lebih di stabilin lah biar hp kentang bisa ngerasain gameplay asli dri game wutering waves ini, ty ....."
felik Maulana,5,2025-06-22 05:03:40,Mantap Jawa game nya kualitas grafis nya gak usah di ragukan
Anwar Hanafiah,5,2025-06-22 03:44:12,game baik
